bbsName,bbsSysop,newLogin,TelnetAddress,bbsPort,sshPort,WebAddress,location,Modem,software,country,state_province,software_clean
Outpost BBS,digimaus,bbs,bbs.outpostbbs.net,,,http://outpostbbs.net,"Johnson City, TN, USA",,MBSE,USA,TN,Other
Outta Control Hackers TWGS,,Desired Handle,76.242.166.61,2002.0,,,"Sanford, FL, USA",,TWGS,USA,FL,Other
Outta Control MajorBBS,,NEW,76.242.166.61,,,,"Sanford, FL, USA",,MajorBBS,USA,FL,Other
Outwest BBS,Denn Gray,NEW,outwest.synchro.net,23.0,,http://outwest.synchro.net,"Clearfield, UT, USA",,Synchronet,USA,UT,Synchronet
Over The Brink,,Real Name,69.201.1.134,,,,"Grand Island, NY, USA",,Wildcat,USA,NY,Other
Overfit,,NEW,overfit.retrievo.xyz,8023.0,,,"Clifton, NJ, USA",,Synchronet,USA,NJ,Synchronet
P.U.L.S.E. BBS World HQ,P.U.L.S.E.,Desired Handle or Guest / Guest to browse.,pulsebbs.hopto.org,1984.0,,http://pulsebbs.hopto.org,"Melbourne, Victoria, Australia",,Mystic,Australia,Victoria,Mystic
Paladium BBS,Ranger,Real Name,paladium.servebbs.com,20.0,,http://paladium.servebbs.com:89,"Merrill, WI, USA",,Wildcat,USA,WI,Other
Palantir BBS,Gamgee,NEW,palantirbbs.ddns.net,23.0,,,"Pensacola, FL, USA",,Synchronet,USA,FL,Synchronet
PapiChulo's MajorBBS,,NEW,75.31.92.35,,,,"Smyrna, GA, USA",,MajorBBS,USA,GA,Other
Paradox BBS (1),,NEW,paradoxbbs.synchronetbbs.org,513.0,,,"Houston, TX, USA",,Synchronet,USA,TX,Synchronet
Parasite,,Real Name,www.kimmoviitanen.fi,2323.0,,,"Helsinki, , Finland",,BBBS,Finland,,Other
Part-Time BBS,John Polka,new,ptbbs.ddns.net,8000.0,,http://ptbbs.ddns.net:7000/pt.html,"Portland, OR, USA",,BBS Express Pro,USA,OR,Other
Particles! BBS,icbrkr,New,particlesbbs.dyndns.org,6400.0,,http://www.particles.org,"Bentonville, AR, USA",479-553-8122,Centipede 128 BBS,USA,AR,Other
Party Bowl BBS,Michael Z,NEW,partybowlbbs.ddns.net,2323.0,,,"Cleveland, OH, USA",440-318-1575,Synchronet,USA,OH,Synchronet
Path Unknown BBS,,NEW,pathunknown.net,,,,"Boston, MA, USA",,Synchronet,USA,MA,Synchronet
Pebkac.lol,,NEW,pebkac.lol,,,,"Moses Lake, WA, USA",,Synchronet,USA,WA,Synchronet
Penalty Box BBS,BlaZZZe,NEW,thepenaltybox.org,23.0,,http://thepenaltybox.org,"Peoria, IL, USA",,MajorBBS,USA,IL,Other
Pepzi BBS,,NEW,pepzi.eu,23.0,,,"Gothenburg, , Sweden",,Synchronet,Sweden,,Synchronet
Performance Leasing Systems,,Real Name,97.76.12.194,23.0,,,"Ellenton, FL, USA",,Wildcat,USA,FL,Other
Pesto BBS,,NEW,bbs.pewp.us,,,,"Morris Plains, NJ, USA",,Synchronet,USA,NJ,Synchronet
Petit Caillou BBS,,new,bbs.jayscafe.net,6402.0,,,"Houma, LA, USA",,Image BBS,USA,LA,Image BBS
Phantasm,Phantasm,,phantasm.bbs.io,4489.0,,,"UK, UK, UK",,AmiExpress,UK,,Other
Phantom BBS,Anthony Bonante,Desired Handle,bbs.phantombbs.info,2323.0,,http://phantombbs.info,"White Oak, PA, USA",,Mystic,USA,PA,Mystic
Pharcyde BBS,,NEW,bbs.pharcyde.org,23.0,,,"Pewaukee, WI, USA",,Synchronet,USA,WI,Synchronet
Phaseshift,,NEW,phased.port0.org,2323.0,,,"Coquitlam, BC, Canada",,Worldgroup,Canada,BC,Other
Phoenix BBS,AJLeary,bbs,phoenix.bnbbbs.net,23.0,22.0,http://phoenix.bnbbbs.net,"Groton, CT, USA",860-446-6118,MBSE,USA,CT,Other
Phospher BBS,,NEW,bbs.phospher.com,,,,"Fremont, CA, USA",,Synchronet,USA,CA,Synchronet
PhreakNet,InterLinked,NEW,bbs.phreaknet.org,23.0,22.0,http://bbs.phreaknet.org,"Philadelphia, PA, USA",231-0980 PhreakNet (https://portal.phreaknet.org/directory),Lightweight BBS,USA,PA,Other
PipeLine BBS,,NEW,bbs.wantit.net,,,,"Commerce City, CO, USA",,Synchronet,USA,CO,Synchronet
Piranha BBS,Hawk Hubbard,Desired Handle,blackflag.acid.org,27.0,,,"Hudson, FL, USA",,Mystic,USA,FL,Mystic
Pirate's Cove TWGS,,Desired Handle,38.188.130.43,,,,"Surprise, AZ, USA",,TWGS,USA,AZ,Other
Pixelgrounds BBS (Enigma 1/2),,Apply,bbs.pixelgrounds.net,8888.0,,,"Lake Jackson, TX, USA",,Enigma 1/2,USA,TX,Enigma 1/2
Pixelgrounds BBS (Worldgroup),Melvin Wallace,NEW,bbs.pixelgrounds.net,8887.0,,,"Lake Jackson, TX, USA",,Worldgroup,USA,TX,Other
Pixelheim,,NEW,203.84.229.201,,,,"Auckland, , New Zealand",,Worldgroup,New Zealand,,Other
Plasma Sphere BBS,,new,84.92.196.99,,,,"Manchester, , England",,ArmBBS,England,,Other
Play LORD,,Desired Handle,playlord.org,,,,"Trenton, NJ, USA",,Mystic,USA,NJ,Mystic
PlayMajorMUD.com,Mark Laudenbach,NEW,playmajormud.com,,,http://playmajormud.com,"Elk Grove Village, IL, USA",,MajorBBS,USA,IL,Other
PlayPen BBS,Steve Hartsock,NEW,playpenbbs.com,23.0,,http://www.playpenbbs.com,"Smyrna, DE, USA",,MajorBBS,USA,DE,Other
PMF BBS,Ivano Venerandi,NEW,bbs.venerandi.it,,,http://www.pamafa.it,"Nuremberg, , Germany",,Synchronet,Germany,,Synchronet
Poignant Beacon (Pharos BBS),,guest,bbs.pharos.rocks,,,,"Tokyo, , Japan",,HBBS,Japan,,Other
Port of Call BBS (Image),,new,pocbbs.duckdns.org,6400.0,,,"Port Charlotte, FL, USA",,Image BBS,USA,FL,Image BBS
Port of Call BBS (Renegade),,NEW,pocbbs.duckdns.org,,,,"Port Charlotte, FL, USA",,Renegade,USA,FL,Other
Port of Call BBS (Synchronet),,NEW,pocbbs.duckdns.org,2323.0,,,"Port Charlotte, FL, USA",,Synchronet,USA,FL,Synchronet
Power BBS,,new,bbs.powerbbs.com,,,,"McClean, VA, USA",,PowerBBS,USA,VA,Other
Pro-Kegs,ksherlock,,proline.ksherlock.com,6523.0,,,"St Cloud, , USA",,ProLine,USA,,Other
Project Luminiferous Aether,,NEW,luminiferousaether.tel,,,,"Santa Clara, CA, USA",,Synchronet,USA,CA,Synchronet
Protoweb BBS,,NEW,45.79.37.227,,,,"Dallas, TX, USA",,Synchronet,USA,TX,Synchronet
Proud Pirates Cove,,NEW,ppc.synchro.net,,,,"Lake Station, IN, USA",,Synchronet,USA,IN,Synchronet
PSC BBS,Andrew Felchman,NEW,psc.servebeer.com,6870.0,,,"Le Roy, NY, USA",,Apple II,USA,NY,Other
Psycho Ward,Daniel Johnston,Press Return,bbs.8yo.biz,5150.0,,,"Simi Valley, CA, USA",,Phorem XE,USA,CA,Other
Public Electronic Networked Information System,Joe Phigan,NEW,penisys.online,6502.0,6522.0,,"Mesa, AZ, USA",,WWIV,USA,AZ,WWIV
Pweck's Retreat,Dean Lodge,,bbs.pwecksretreat.com,2332.0,,http://pwecksretreat.infinityfree.me,"Omaha, NE, USA",,Mystic,USA,NE,Mystic
QL Dump,,NEW,001english-eu.no-ip.biz,,,,"Fenstanton, , England",,Synchronet,England,,Synchronet
Quantum Rift,,NEW,bbs.virtualoak.net,,,,"Aurora, CO, USA",,Synchronet,USA,CO,Synchronet
Quantum Wormhole,MeaTLoTioN,Desired Handle,bbs.erb.pw,23.0,45022.0,http://www.erb.pw,"Ramsgate, Kent, UK",,Mystic,UK,Kent,Mystic
Quazar BBS Door Game Server,Gary Crunk,NEW,quazarbbs.dynu.net,2523.0,,,"Eloy, AZ, USA",,GameSrv,USA,AZ,Other
Quest for Zen,,NEW,96.231.233.46,,,,"Laurel, MD, USA",,Worldgroup,USA,MD,Other
Quest TWGS,,Desired Handle,thequesttwgs.game-host.org,,,,"Holland, MI, USA",,TWGS,USA,MI,Other
Radio Freaks & Geeks,mobbyg,Desired Handle,radiostream.amigaz.org,2323.0,,,"Troy, NY, USA",,Mystic,USA,NY,Mystic
Ragnarok's BBS,,Desired Handle,186.189.236.69,23021.0,,,"Buenos Aires, , Argentina",,Mystic,Argentina,,Mystic
Raiders Inc. BBS,,Desired Handle,raidersbbs.zapto.org,1337.0,,,"Maryville, TN, USA",,Mystic,USA,TN,Mystic
Ralser Lab BBS & BBSradio,Mark Ralfer,Apply,euklid.ddns.net,5745.0,5746.0,http://ralser.group,"Berlin, , Germany",,Enigma 1/2,Germany,,Enigma 1/2
RapidFire,,,rapidfire.hopto.org,64128.0,,,"Flensburg, , Germany",,C-Base,Germany,,C-Base
RasterOps BBS,,Desired Handle,95.217.22.142,2323.0,,,"Helsinki, , Finland",,Mystic,Finland,,Mystic
Rats Den BBS,,NEW,bbs.catracing.org,6400.0,,,"Seoul, , South Korea",,CNet Pro,South Korea,,Other
Raven of the Storm,,NEW,50.20.127.213,,,,"Chandler, AZ, USA",,Synchronet,USA,AZ,Synchronet
Raveolution,,NEW,raveolution.hopto.org,64128.0,,,"Wuppertal, , Germany",,C-Base,Germany,,C-Base
Rayzer's BBS,,Desired Handle,mail.hohimer.org,1336.0,,,"St. Louis, MO, USA",,Mystic,USA,MO,Mystic
RayzerNET BBS,,Desired Handle,connect.rayzer.net,2112.0,,,"Russellville, KY, USA",,Mystic,USA,KY,Mystic
Razzpie BBS,Denn Gray,guest,razzpie.ddns.net,2300.0,,,"Clearfield, UT, USA",,Mystic,USA,UT,Mystic
RBB Systems Int'l,koivula,Real Name,rbb.fidonet.fi,32.0,,http://rbb.bbs.fi,"Lake Ylo, , Finland",,Concord,Finland,,Other
RC-BOX,lodger,,rc2014.ddns.net,2014.0,,http://https://commfud.ufud.org/projekte-2/rc-box-the-rc2014-based-bulletin-board,"Duesseldorf, NRW, Germany",,RBBS,Germany,NRW,Other
Realitycheck BBS,Kurt Weiske,NEW,realitycheckbbs.org,23.0,,http://realitycheckbbs.org,"San Francisco, CA, USA",,Synchronet,USA,CA,Synchronet
Realm BBS,,NEW,therealm.synchro.net,,,,"Calgary, AB, Canada",,Synchronet,Canada,AB,Synchronet
Realm of Darkness,,Real Name,bbs.trod.org,,,http://www.trod.org,"Phoenix, AZ, USA",,MBSE,USA,AZ,Other
Realm of Serion,Booch,NEW,connect.serionbbs.com,23.0,,http://serionbbs.com,"Cloquet, MN, USA",,Synchronet,USA,MN,Synchronet
Realm of the Wizard's Lair,,NEW,bbs.b-wells.us,,,,"Houston, TX, USA",,Synchronet,USA,TX,Synchronet
Red Ghost BBS,,NEW,87.106.7.15,,,,"Frankfurt am Main, , Germany",,Synchronet,Germany,,Synchronet
Region 15 HQ,,Desired Handle,region15.net,,,,"Maryville, TN, USA",,Mystic,USA,TN,Mystic
Reid BBS,,Desired Handle,192.227.222.151,6400.0,,,"Buffalo, NY, USA",,Mystic,USA,NY,Mystic
Reign of Fire,Spitfire,New,call.rofbbs.com,6800.0,,http://www.rofbbs.com,"Chattanooga, TN, USA",423-541-8271,C-Net,USA,TN,Other
Reign of Fire II,Spitfire,New,call.rofbbs.com,6400.0,,http://www.rofbbs.com,"Chattanooga, TN, USA",,C-Net,USA,TN,Other
Reign of Fire III,Spitfire,NEW,call.rofbbs.com,8502.0,,http://www.rofbbs.com,"Chattanooga, TN, USA",,C-Net,USA,TN,Other
Reticulum Ace,,NEW,bbs.acehoss.net,,,,"North Bergen, NJ, USA",,Synchronet,USA,NJ,Synchronet
Retro Archive,,NEW,bbs.retroarchive.org,,,,"Poulsbo, WA, USA",,Synchronet,USA,WA,Synchronet
Retro Running BBS,Cabell Clarke,NEW,retrorunning.ddns.net,8880.0,,,"Mechanicsville, VA, USA",,Synchronet,USA,VA,Synchronet
Retro Unboxers,,Desired Handle,flashbackbbs.sytes.net,6502.0,,,"Sparti, , Greece",,Mystic,Greece,,Mystic
Retro16 BBS,,NEW,mail.drf-solutions.net,,,,"Melbourne, VIC, Australia",,Mystic,Australia,VIC,Mystic
Retro32 BBS,,Desired Handle,bbs.retro32.com,1337.0,,,"London, , England",,Mystic,England,,Mystic
Retroaktiv BBS,,Desired Handle,retr0aktiv.com,,,,"Greensboro, NC, USA",,Mystic,USA,NC,Mystic
RetroBoard BBS,CalvusRex,NEW,bbs.retroboardbbs.com,2323.0,,http://retroboardbbs.com,"Topeka, KS, USA",,WWIV,USA,KS,WWIV
Retroconnect,,NEW,retroconnect.org,,,,"Cleveland, TN, USA",,Synchronet,USA,TN,Synchronet
RetroDigital BBS,,NEW,rdnetbbs.com,,,,"Calgary, AB, Canada",,Synchronet,Canada,AB,Synchronet
Retrogaming Activities,,Desired Handle,react-bbs.nikoh.it,2323.0,,,"Pescara, , Italy",,Mystic,Italy,,Mystic
Retrograde BBS,,NEW,rtg.dyndns.biz,6428.0,,,"Lakeland, FL, USA",,Image BBS,USA,FL,Image BBS
Retrograde II BBS,X-Tec,,cib.dyndns.org,6404.0,,,"Lakeland, FL, USA",,Image BBS,USA,FL,Image BBS
RetroLair BBS,,new,retrolair.amigaretro.net,6800.0,,,"Edmonton, AB, Canada",,C-Net,Canada,AB,Other
RetroNet Neo,,NEW,retronetneo.synchronetbbs.org,,,,"Fremont, CA, USA",,Synchronet,USA,CA,Synchronet
Reverse Polarity,,NEW,revpol.lovelybits.org,1337.0,,,"Seattle, WA, USA",,Synchronet,USA,WA,Synchronet
Revertive Pulse,,NEW,revertivepulse.net,,,,"Memphis, TN, USA",,Synchronet,USA,TN,Synchronet
Ricks BBS,ricky sutphin,,ricksbbs.synchro.net,23.0,,http://ricksbbs.synchro.net:8080,"Madison, NC, USA",,Synchronet,USA,NC,Synchronet
Rise N' Shine BBS,,NEW,rns.risenshinebbs.com,,,,"Morristown, NJ, USA",,Synchronet,USA,NJ,Synchronet
River Styx BBS,Elliot Adams,NEW,riverstyx.ddns.net,2323.0,2222.0,,"St Louis, MO, USA",,Mystic,USA,MO,Mystic
RMSBBS,,NEW,linuxdoc.no-ip.org,23.0,,,"Natal, , Brazil",,Synchronet,Brazil,,Synchronet
Rock BBS III,Stizzed,login,therockbbs.net,10023.0,,,"Goshen, IN, USA",,Mystic,USA,IN,Mystic
Roon's BBS,Daniel Path,,bbs.roonsbbs.hu,1212.0,,http://bbs.roonsbbs.hu,"Budapest, , Hungary",,Maximus,Hungary,,Other
RougeGroup TWGS,,Desired Handle,bbs.maidensrealm.com,2002.0,,,"Phoenix, AZ, USA",,TWGS,USA,AZ,Other
RougeNet BBS,,Apply,bbs.roguenet.work,8888.0,,,"Peabody, MA, USA",,Enigma 1/2,USA,MA,Enigma 1/2
Roughneck BBS,,NEW,host.roughneckbbs.com,,,,"Phoenix, AZ, USA",,Synchronet,USA,AZ,Synchronet
Rougue BBS (Chinese),,new,35.201.128.35,,,,"Taipei, , Taiwan",,Champion,Taiwan,,Other
Rusty Mailbox,Al,,trmb.ca,2030.0,,http://trmb.ca,"Penticton, BC, Canada",,BBBS,Canada,BC,Other
SA Vintage Computer Community BBS,,NEW,bbs.vcgsa.co.za,,,,"Pinetown, , South Africa",,Synchronet,South Africa,,Synchronet
Sanctuary BBS,sandman,,sanctuary.zapto.org,1541.0,,http://www.brysk.se/sanctuary/,"Gothenburg, , Sweden",,AmiExpress,Sweden,,Other
Sanctum II BBS (1),,new,sanctumbbs.com,23.0,,,"Coachella Valley, CA, USA",,Mystic,USA,CA,Mystic
Sanctum II BBS (2),,new,sanctumbbs.com,6502.0,,,"Coachella Valley, CA, USA",,GBBS Pro,USA,CA,Other
Sandnes BBS,Firestone,new,stokmarknes.org,24.0,,,"Stokmarknes, , Norway",,ABBS,Norway,,Other
Sands of Time,,,162.243.54.214,23.0,,,"New York, NY, USA",,Custom,USA,NY,Other
Santronics R&D Beta Site,,Real Name,3.132.92.116,24.0,,,"Columbus, OH, USA",,Wildcat,USA,OH,Other
Santronics Software,,Real Name,online.winserver.com,24.0,,http://www.winserver.com,"Homestead, FL, USA",,Wildcat,USA,FL,Other
Saturn 5,,NEW,bbs.saturn5bbs.com,,,http://saturn5bbs.com,"Melbourne, FL, USA",,MajorBBS,USA,FL,Other
SBB Systems,,NEW,bbs.sbbsystems.com,8888.0,,,"London, , England",,Enigma 1/2,England,,Enigma 1/2
SBDS,,NEW,bbs.sbdsdev.com,,,,"Los Angeles, CA, USA",,Synchronet,USA,CA,Synchronet
Scene List (1),,new,scenelist.org,,,,"The Hague, , The Netherlands",,Daydream,The Netherlands,,Other
Scene List (2),,new,87.212.201.57,4000.0,,,"Amsterdam, , The Netherlands",,Daydream,The Netherlands,,Other
Scooby's Doo BBS,,NEW,scoobysdoo.ddns.net,2023.0,,,"Canonsburg, PA, USA",,ProBoard,USA,PA,Other
Scottnet BBS,,NEW,99.184.243.231,,,,"Livonia, MI, USA",,Synchronet,USA,MI,Synchronet
Scratched Reality,,NEW,reality.throwbackbbs.com,2323.0,,,"Meriden, CT, USA",,Telegard,USA,CT,Other
SD2IEC Test BBS,X-Tec,,cib.dyndns.org,6403.0,,,"Lakeland, FL, USA",,Image BBS,USA,FL,Image BBS
SDF-1 BBS,,Desired Handle,bbs.sdf1.net,5023.0,,,"Santa Clara, CA, USA",,Mystic,USA,CA,Mystic
Sea Breeze Gaming Network (TWGS),,Desired Handle,seabreeze.servegame.com,2002.0,,,"Biddeford, ME, USA",,TWGS,USA,ME,Other
Sea Breeze Gaming Network (Worldgroup),Jamie,,seabreeze.servegame.com,23.0,,http://www.seabreezegn.com,"Biddeford, ME, USA",,Worldgroup,USA,ME,Other
Sea of Fantasy,,NEW,seaoffantasy.synchronetbbs.org,,,,"Fremont, CA, USA",,Synchronet,USA,CA,Synchronet
Seattle BBS (Chinese),,new,seattle.tw,,,,"Taipei, , Taiwan",,MapleBBS,Taiwan,,Other
Section 31 TWGS,,Desired Handle,sector31.lorfinglab.com,2002.0,,,"Houston, TX, USA",,TWGS,USA,TX,Other
Shadow BBS,,new,shadowbbs.com,,,,"Glendale Heights, IL, USA",,DOC,USA,IL,Other
ShadoWorks BBS,,NEW,bbs.shadoworks.net,,,,"Baltimore, MD, USA",,Synchronet,USA,MD,Synchronet
Shadowscope,Richard Miles,NEW,shadowscope.noip.us,23.0,,,"Temple, GA, USA",,Mystic,USA,GA,Mystic
ShadowThrone,,new,141.0.110.62,2323.0,,,"Bergen, , Norway",,BBBS,Norway,,Other
Shell Matrix,Raul Bulao,,107.173.85.173,2223.0,,,"Meadow Lake, SK, Canada",,Custom,Canada,SK,Other
Shenk's Express,,NEW,shenksxp.dyndns.org,23.0,,,"Virginia Beach, VA, USA",,Synchronet,USA,VA,Synchronet
Shift-Bits BBS,Stacy Caudle,NEW,bbs.shift-bits.com,2000.0,,http://bbs.shift-bits.com,"Gastonia, NC, USA",,Renegade,USA,NC,Other
Shipwrecks & Shibboleths,,Desired Handle,shibboleths.org,800.0,,,"Marana, AZ, USA",,Mystic,USA,AZ,Mystic
Shodan's Core,Android8675,NEW,shodanscore.com,8086.0,,,"Seaside, CA, USA",,Synchronet,USA,CA,Synchronet
Shurato's Heavenly Sphere,martin-kazmaier,,shsbbs.net,23.0,22.0,http://shsbbs.net,"Boise, ID, USA",,EleBBS,USA,ID,Other
Sidir's BBS,,NEW,www.sirdir.ch,8888.0,,,"Lauterbourg, , France",,Enigma 1/2,France,,Enigma 1/2
Silent Node BBS,finglonger,Apply,silentnode.ddns.net,6400.0,,,"Kelowna, BC, Canada",,Excelsior!,Canada,BC,Other
Silfen Path BBS,Petar Smilajkov,Desired Handle,bbs.silfenpath.com,23.0,22.0,,"Columbus, OH, USA",,Mystic,USA,OH,Mystic
SiliconUnderground,Massacre,NEW,siliconu.com,23.0,,http://www.siliconunderground.com,"Rochester, NY, USA",,ProBoard,USA,NY,Other
Sinclair Retro BBS,Outsoft,,retrobbs.sinclair.homepc.it,23.0,,http://sinclairql.wordpress.com,"San Giorgio di Mantova, , Italy",,Mystic,Italy,,Mystic
Sinner's Heaven,,Desired Handle,207.246.74.70,,,,"Tampa, FL, USA",,Mystic,USA,FL,Mystic
Skara Brea,,new,80.7.90.17,31337.0,,,"York, , England",,AmiExpress,England,,Other
SKO BBS,,NEW,134.185.84.52,2323.0,,,"Kampong Loyang, , Singapore",,Synchronet,Singapore,,Synchronet
Skynet BBS (1),,NEW,47.25.173.251,,,,"Okanogan, WA, USA",,Worldgroup,USA,WA,Other
Slackers BBS,gngrdr3dm4n,Desired Handle,slackers.ovh,2323.0,2222.0,http://slackers.ovh,", , Canada",,Mystic,Canada,,Mystic
Slasher BBS,,NEW,162.118.68.104,,,,"North Carrollton, MS, USA",,ProBoard,USA,MS,Other
Slime City BBS,retrohack,NEW,bbs.retrohack.se,23.0,,,"Ahus, , Sweden",,Mystic,Sweden,,Mystic
SlipStream BBS,,NEW,slipstreambbs.net,,,,"Dallas, TX, USA",,Synchronet,USA,TX,Synchronet
Slumberland,,Initials,96.126.102.14,,,,"Seattle, WA, USA",,Citadel,USA,WA,Other
Snacks BBS,,NEW,bbs.photik.org,,,,"Auckland, , New Zealand",,Synchronet,New Zealand,,Synchronet
Snobsoft BBS,,,snobsoft.de,6401.0,,,"Rapid City, MI, USA",,commodore,USA,MI,Other
Soft Solutions,,NEW,bbs.softsolutions.net.br,2023.0,,,"Sao Pedro, , Brazil",,Synchronet,Brazil,,Synchronet
Solarflow BBS,,NEW,solarflow.dynu.net,23.0,,,"Hayward, CA, USA",,IBBS,USA,CA,Other
Sorcerors Isle,,NEW,96.231.233.53,,,,"Laurel, MD, USA",,Worldgroup,USA,MD,Other
Sotano MSX BBS,x1pepe,Desired Handle,sotanomsxbbs.org,23.0,,,"Ibiza, , Spain",,Mystic,Spain,,Mystic
Sounds of Silence BBS,Khan,NEW,sos-bbs.net,,,http://sos-bbs.net,"Rancho Cucamonga, CA, USA",,"MajorBBS, Worldgroup",USA,CA,Other
South Central,Carl Söderstjerna,,southcentral.se,1023.0,,http://www.southcentral.se,"Klippan, , Sweden",,Max BBS,Sweden,,Other
SouthEast Star,wkitty42,,sestar.synchro.net,23.0,,http://sestar.synchro.net,"Sanford, NC, USA",,Synchronet,USA,NC,Synchronet
Southern Amis,SouthernAmis,Real Name,southernamis.ddns.net,23.0,,http://southernamis.com,"Southern, CA, USA",,Atari,USA,CA,Other
Spacemyte BBS,,NEW,34.162.43.84,,,,"Columbus, OH, USA",,Synchronet,USA,OH,Synchronet
Spark Beer BBS,,Apply,bbs.spark.beer,,,,"Ottawa, ON, Canada",,Enigma 1/2,Canada,ON,Enigma 1/2
Sparx BBS,,,sparx.bbs.io,,,,"Oxford, , England",,Custom,England,,Other
Spectrum Next BBS,,Desired Handle,bbs.zxnext.uk,2323.0,,,"Lelystad, , The Netherlands",,Mystic,The Netherlands,,Mystic
Spectrum Syntax,,NEW,tactic.emindtek.com,,,,"Montreal, QC, Canada",,Synchronet,Canada,QC,Synchronet
Splatter Haus,nolageek,Desired Handle,splatter.haus,666.0,,,"Temple Hills, MD, USA",,Mystic,USA,MD,Mystic
Sprawl BBS,,Desired Handle,202.61.251.17,,,,"Klagenfurt am Woerthersee, , Austria",,Mystic,Austria,,Mystic
Star Collision BBS,Björn Wiberg,,scbbs.nsupdate.info,61023.0,61022.0,http://scbbs.nsupdate.info,"Uppsala, Uppland, Sweden",,Mystic,Sweden,Uppland,Mystic
Star Fleet HQ,,new,bbs.sfhqbbs.org,5983.0,,,"Cuyahoga Falls, OH, USA",,RATSoft,USA,OH,Other
Star Flight BBS,Joe Piche,Desired Handle,stateoftheark.ca,1990.0,,,"Calgary, AB, Canada",,Renegade,Canada,AB,Other
Star Killer's TWGS,,Desired Handle,sk-twgs.com,2002.0,,,"Charleston, AR, USA",,TWGS,USA,AR,Other
Star Mansion Returns,,NEW,66.23.221.29,2323.0,,,"Reading, PA, USA",,Synchronet,USA,PA,Synchronet
Starbase 21,Vector,NEW,bbs.starbase21.net,23.0,,http://www.starbase21.net,"Lafayette, LA, USA",,MajorBBS,USA,LA,Other
Starbase Beta,,NEW,beta.sb-discovery.com,,,,"Maryville, TN, USA",,Synchronet,USA,TN,Synchronet
Starbase Discovery,,NEW,sb-discovery.com,,,,"Maryville, TN, USA",,Synchronet,USA,TN,Synchronet
StarDoc 134,Andrew Baker,New,bbs.stardoc134.com,2323.0,,http://bbs.stardoc134.com,"Ann Arbor, MI, USA",810-442-0134,WWIV,USA,MI,WWIV
Starship Junkyard,,NEW,bbs.starshipjunkyard.com,,,,"Brisbane, QLD, Australia",,Synchronet,Australia,QLD,Synchronet
Steven's Hive BBS,,NEW,stevensbbs.stevenshive.xyz,,,,"Portland, OR, USA",,Synchronet,USA,OR,Synchronet
Storm BBS,Adept,Desired Handle,telnet.stormbbs.com ,,,http://stormbbs.com,"Münster, NRW, Germany",,Mystic,Germany,NRW,Mystic
Storm Mountain TWGS,,Desired Handle,storm-mountain.ddns.net,24000.0,,,"Rancho Cucamonga, CA, USA",,TWGS,USA,CA,Other
Stormgate BBS,,NEW,stormgate.synchronetbbs.org,,,,"Fremont, CA, USA",,Synchronet,USA,CA,Synchronet
Strange Planet BBS,Bananator,new,strangeplanet.org,6800.0,,http://strangeplanet.org,"Helsinki, Finland, StrangePlanet",,CNet,StrangePlanet,,Other
Street Corner BBS,Fred Tanner,NEW,streetcorner.ddns.net,6400.0,,,"Madisonville, LA, USA",,Image BBS,USA,LA,Image BBS
Strip It To Ride,,Apply,104.142.112.149,9000.0,,,"Victoria, BC, Canada",,Enigma 1/2,Canada,BC,Enigma 1/2
Subcarrier BBS,,Desired Handle,subcarrier.ignorelist.com,2323.0,,,"Nepean, ON, Canada",,Mystic,Canada,ON,Mystic
Subhuman,,new,subhuman.ddns.net,1338.0,,,"Rhyl, , Wales",,AmiExpress,Wales,,Other
Super Dimension Fortress (SDF-1),,new,sdf.org,23.0,,http://sdf.lonestar.org,"Austin, TX, USA",,NetBSD,USA,TX,Other
Support BBS,,NEW,bbs.ddybing.no,1223.0,,,"Amsterdam, , The Netherlands",,Synchronet,The Netherlands,,Synchronet
Surf Shop BBS (1),,new,ssbbs.ddns.net,6510.0,,,"Williamston, NC, USA",,Color 64,USA,NC,Other
Sursum Corda TWGS,,Desired Handle,sursum-corda.com,2002.0,,,"Huntsville, AL, USA",,TWGS,USA,AL,Other
Sursum Corda! BBS,MarcL,,sursum-corda.com,23.0,,,"Huntsville, AL, USA",256-895-4786,Maximus,USA,AL,Other
Swap BBS,,NEW,dose.0wnz.at,,,,"Vienna, , Austria",,Synchronet,Austria,,Synchronet
SWATS BBS,stephen-hunt,Desired Handle,swatsbbs.ddns.net,2323.0,,,"Auckland, , New Zealand",,Mystic,New Zealand,,Mystic
Swedish User Group Of Amiga,,new,suga.se,42512.0,,,"Akersberga, , Sweden",,NiKom,Sweden,,Other
Swifty BBS,Michael Beaveridge,Desired Handle,bbs.swiftycode.ca,2323.0,77.0,,"Calgary, AB, Canada",,Custom,Canada,AB,Other
SwissIRC BBS,,Desired Handle,bbs.swissirc.net,,,,"Aarau, , Switzerland",,Mystic,Switzerland,,Mystic
Swords Of Chaos Forever BBS,,NEW,bbs.soc4ever.com,,,,"St. Louis, MO, USA",,Worldgroup,USA,MO,Other
Synchronix,,NEW,nix.synchro.net,,,,"Grand Rapids, MI, USA",,Synchronet,USA,MI,Synchronet
Synerchat,,NEW,synerchat.com,,,,"Phoenix, AZ, USA",,Worldgroup,USA,AZ,Other
